OrderID,CustomerID,ProductID,OrderDate,Quantity,DiscountPct,SalesAmount
O30155,C10456,P20290,2025-05-05,7.0,0,383817.91
O30156,C10776,P20445,2025-07-07,2.0,10,132836.06
O30157,C11633,P20476,2025-09-13,5.0,5,109335.74
O30158,C10629,P20411,2026-06-14,4.0,0,263454.44
O30159,C11223,P20040,2026-01-27,2.0,5,65513.67
O30160,C10832,P20193,2026-04-13,4.0,20,191154.62
O30161,C10486,P20127,2025-09-10,2.0,10,60082.83
O30162,C10533,P20289,2025-06-25,4.0,5,128182.06
O30163,C10200,P20452,2026-04-11,7.0,15,205333.61
O30164,C10371,P20071,2025-10-16,1.0,10,67047.22
O30165,C11014,P20137,2025-02-19,3.0,0,86535.99
O30166,C11983,P20144,2025-01-04,7.0,5,61976.47
O30167,C10853,P20389,2026-05-15,1.0,0,59038.97
O30168,C11472,P20354,2025-08-11,5.0,10,83420.19
O30169,C10248,P20380,2025-09-19,4.0,20,12413.34
O30170,C10788,P20407,2026-06-19,3.0,5,15529.39
O30171,C10264,P20299,2026-01-11,7.0,5,130510.97
O30172,C11082,P20370,2025-03-02,3.0,5,190121.25
O30173,C11326,P20345,2025-12-22,5.0,0,55113.95
O30174,C10031,P20441,2025-01-24,5.0,10,150662.43
O30175,C11522,P20435,2025-10-20,3.0,10,129010.62
O30176,C11273,P20269,2025-12-22,5.0,0,95201.25
O30177,C10605,P20384,2025-01-29,5.0,15,243780.34
O30178,C11801,P20408,2025-12-23,4.0,0,145684.68
O30179,C11295,P20139,2025-12-31,1.0,20,2474.85
O30180,C11630,P20052,2026-02-13,6.0,5,338908.26
O30181,C11690,P20499,2025-09-23,2.0,10,66229.42
O30182,C11418,P20017,2025-10-18,3.0,0,114448.29
O30183,C11821,P20165,2025-06-02,2.0,0,7620.68
O30184,C10502,P20013,2025-08-07,3.0,15,155657.43
O30185,C11616,P20190,2025-06-22,3.0,5,144354.3
O30186,C11828,P20475,2025-01-12,1.0,15,10639.85
O30187,C11108,P20340,2026-05-31,7.0,10,160947.49
O30188,C11389,P20353,2025-12-28,7.0,15,389589.58
O30189,C10886,P20362,2026-04-22,3.0,20,129473.16
O30190,C10549,P20352,2025-03-23,3.0,5,140162.09
O30191,C11366,P20264,2025-12-06,1.0,10,7795.36
O30192,C10839,P20312,2026-03-17,5.0,15,238968.06
O30193,C11431,P20221,2025-08-14,7.0,0,382183.9
O30194,C11449,P20104,2026-01-06,6.0,15,14945.91
O30195,C11768,P20339,2025-01-28,2.0,10,107656.87
O30196,C11117,P20198,2025-01-16,3.0,10,189184.0
O30197,C10848,P20300,2025-10-04,1.0,0,26235.25
O30198,C10614,P20444,2025-11-29,3.0,10,165407.67
O30199,C10412,P20359,2026-04-28,7.0,0,70815.5
O30200,C10432,P20368,2025-10-15,1.0,15,53428.86
O30201,C10678,P20169,2025-04-24,2.0,5,89825.94
O30202,C10159,P20149,2025-02-07,4.0,0,244143.16
O30203,C10014,P20249,2026-03-30,7.0,20,296852.98
O30204,C10373,P20256,2025-06-15,5.0,10,17168.67
O30205,C10225,P20470,2025-07-24,4.0,20,13562.14
O30206,C11529,P20042,2025-09-02,1.0,5,55850.61
O30207,C11097,P20202,2025-11-29,3.0,10,152144.22
O30208,C11273,P20458,2026-01-31,5.0,10,175569.75
O30209,C10511,P20244,2026-05-22,7.0,10,156829.24
O30210,C10603,P20157,2025-05-01,2.0,0,5448.2
O30211,C10216,P20464,2025-09-16,7.0,0,16260.72
O30212,C11997,P20449,2026-02-14,6.0,15,41309.13
O30213,C11626,P20401,2025-11-06,5.0,5,290534.18
O30214,C11565,P20286,2025-03-09,3.0,20,106069.78
O30215,C11971,P20282,2025-04-24,4.0,0,98109.48
O30216,C11841,P20437,2025-08-08,1.0,20,46716.4
O30217,C11963,P20381,2025-08-08,4.0,10,256156.09
O30218,C10988,P20238,2026-04-18,7.0,10,6381.21
O30219,C11244,P20019,2026-01-21,5.0,5,267527.32
O30220,C10840,P20053,2025-10-25,6.0,15,154796.93
O30221,C10727,P20085,2025-09-10,3.0,5,24975.92
O30222,C11245,P20273,2026-02-09,1.0,10,33038.33
O30223,C11413,P20430,2026-05-07,3.0,0,168213.78
O30224,C10554,P20360,2025-12-23,3.0,10,53750.6
O30225,C11671,P20213,2026-03-04,6.0,15,182667.36
O30226,C11066,P20437,2025-08-03,5.0,0,291977.5
O30227,C10676,P20361,2026-01-15,4.0,10,157380.48
O30228,C10873,P20104,2025-08-02,3.0,0,8791.71
O30229,C10283,P20192,2025-04-08,7.0,15,152434.06
O30230,C11082,P20429,2026-06-12,7.0,20,39951.07
O30231,C11838,P20177,2026-06-12,3.0,5,105009.05
O30232,C10834,P20147,2026-06-19,3.0,0,100685.91
O30233,C10537,P20380,2025-11-24,1.0,10,3491.25
O30234,C11097,P20455,2025-06-14,3.0,0,128479.68
O30235,C11909,P20081,2025-04-26,7.0,5,133738.68
O30236,C10923,P20193,2025-05-30,3.0,0,179207.46
O30237,C11153,P20037,2026-06-02,5.0,5,121095.74
O30238,C11623,P20377,2025-02-01,7.0,0,431794.37
O30239,C10842,P20326,2025-10-20,3.0,0,67104.09
O30240,C11450,P20154,2025-06-26,6.0,0,283031.1
O30241,C10948,P20130,2025-03-02,6.0,10,385676.37
O30242,C10665,P20059,2026-02-20,7.0,10,119961.51
O30243,C11718,P20224,2026-01-18,3.0,0,36408.21
O30244,C11149,P20249,2025-01-07,6.0,10,286251.08
O30245,C10067,P20240,2025-03-26,5.0,15,120598.76
O30246,C10006,P20374,2026-02-02,1.0,0,9228.96
O30247,C10637,P20389,2026-01-28,6.0,15,301098.75
O30248,C10314,P20293,2025-02-16,7.0,10,36872.64
O30249,C11350,P20287,2025-12-07,6.0,0,369589.26
O30250,C10565,P20204,2026-05-13,4.0,5,147183.01
O30251,C11602,P20099,2026-04-23,5.0,5,247999.4
O30252,C10826,P20350,2026-03-02,6.0,10,33731.1
O30253,C10506,P20176,2026-03-02,1.0,0,44601.3
O30254,C11106,P20262,2026-05-30,4.0,20,70342.59
O30255,C11623,P20271,2025-05-09,7.0,10,429611.18
O30256,C11026,P20143,2025-09-06,7.0,5,310572.42
O30257,C10204,P20189,2025-05-11,3.0,0,130254.12
O30258,C10662,P20272,2025-11-19,5.0,0,294768.4
O30259,C10805,P20020,2026-06-27,6.0,5,344520.71
O30260,C10404,P20333,2025-03-07,3.0,5,191550.67
O30261,C11127,P20300,2025-04-11,5.0,10,118058.62
O30262,C10536,P20426,2025-01-31,7.0,10,170679.6
O30263,C11392,P20046,2025-07-10,4.0,0,35334.04
O30264,C11236,P20095,2026-02-19,6.0,10,367176.46
O30265,C10577,P20418,2026-05-15,7.0,0,268326.94
O30266,C11985,P20064,2025-02-15,1.0,5,24852.86
O30267,C11233,P20413,2025-03-30,5.0,10,241819.65
O30268,C10763,P20131,2026-01-10,7.0,5,171818.51
O30269,C11921,P20009,2025-09-03,7.0,15,183077.63
O30270,C10117,P20459,2025-09-14,1.0,20,43399.63
O30271,C10628,P20203,2025-12-18,3.0,10,63478.19
O30272,C10749,P20409,2025-04-15,7.0,0,117185.11
O30273,C11502,P20470,2025-12-03,3.0,5,12078.78
O30274,C10105,P20298,2026-06-10,4.0,0,118601.32
O30275,C10495,P20174,2025-10-28,4.0,10,176842.55
O30276,C11795,P20073,2025-03-18,2.0,15,72213.62
O30277,C10046,P20084,2026-05-26,2.0,10,56897.05
O30278,C10823,P20059,2025-08-18,4.0,10,68549.44
O30279,C11355,P20021,2025-02-01,6.0,10,56820.58
O30280,C11240,P20458,2025-02-27,3.0,15,99489.52
O30281,C10982,P20406,2025-04-14,1.0,0,9190.89
O30282,C10960,P20157,2025-11-08,7.0,15,16208.4
O30283,C11516,P20319,2025-03-08,7.0,10,28106.19
O30284,C11837,P20329,2026-01-09,4.0,0,41038.04
O30285,C11946,P20061,2025-08-23,6.0,20,142447.82
O30286,C10845,P20064,2025-04-22,1.0,20,20928.73
O30287,C10449,P20325,2026-01-24,2.0,10,14491.08
O30288,C10536,P20168,2026-02-12,1.0,15,15431.23
O30289,C10511,P20203,2025-02-23,4.0,0,94041.76
O30290,C11482,P20129,2025-08-27,3.0,5,44712.57
O30291,C11571,P20245,2025-10-22,4.0,0,16881.52
O30292,C11560,P20106,2025-04-22,7.0,5,400411.53
O30293,C10540,P20321,2025-03-29,7.0,5,30678.18
O30294,C11508,P20122,2026-04-21,5.0,0,261379.4
O30295,C12000,P20318,2025-10-31,6.0,10,40739.27
O30296,C10016,P20182,2025-11-01,6.0,0,105059.28
O30297,C11595,P20103,2025-10-17,6.0,0,156813.96
O30298,C10243,P20316,2025-07-27,5.0,5,85417.49
O30299,C11974,P20302,2026-01-05,5.0,5,223267.29
O30300,C11231,P20261,2025-08-08,3.0,0,103327.08
O30301,C10912,P20113,2025-08-19,6.0,0,380515.92
O30302,C11295,P20406,2025-12-15,4.0,0,36763.56
O30303,C10761,P20474,2025-09-12,5.0,0,171470.75
O30304,C11803,P20437,2026-03-28,4.0,5,221902.9
O30305,C10705,P20070,2025-05-22,2.0,15,51844.64
O30306,C11871,P20160,2025-03-10,6.0,0,180688.32
O30307,C11754,P20240,2025-03-30,5.0,10,127692.81
O30308,C10115,P20011,2025-05-16,5.0,0,52434.3
O30309,C11604,P20138,2026-06-07,3.0,5,65108.71
O30310,C11323,P20495,2026-03-18,4.0,0,299716.0
O30311,C11861,P20167,2025-02-07,3.0,15,77939.73
O30312,C11507,P20247,2025-07-27,3.0,5,55089.73
O30313,C10397,P20354,2025-07-29,4.0,10,66736.15
O30314,C10394,P20031,2026-05-28,2.0,10,6043.99
O30315,C11099,P20012,2025-12-26,4.0,0,218730.08
O30316,C10978,P20243,2025-01-01,2.0,15,58510.23
O30317,C11506,P20108,2026-01-16,3.0,0,121318.02
O30318,C11127,P20336,2026-06-21,2.0,0,5438.94
O30319,C10297,P20422,2026-01-29,6.0,0,189302.58
O30320,C11002,P20323,2025-02-19,2.0,0,9422.1
O30321,C10178,P20194,2026-01-31,2.0,0,12175.96
O30322,C11239,P20308,2025-02-01,5.0,10,266303.74
O30323,C10967,P20133,2026-06-29,5.0,0,314720.4
O30324,C10315,P20395,2025-08-22,7.0,10,5545.07
O30325,C11063,P20281,2025-01-26,3.0,0,106730.88
O30326,C10259,P20291,2026-03-10,4.0,20,86477.7
O30327,C11740,P20163,2025-03-02,2.0,0,143210.34
O30328,C10007,P20278,2026-03-17,6.0,10,222391.76
O30329,C10049,P20421,2025-05-10,5.0,10,294333.62
O30330,C11562,P20470,2025-12-20,4.0,0,16952.68
O30331,C10161,P20439,2025-07-17,6.0,0,80694.3
O30332,C11893,P20203,2026-01-06,2.0,0,47020.88
O30333,C10176,P20096,2025-05-27,4.0,0,223338.44
O30334,C11615,P20483,2026-05-13,7.0,0,263313.82
O30335,C11026,P20223,2025-02-17,6.0,10,90651.04
O30336,C11001,P20237,2025-06-21,1.0,5,14577.8
O30337,C11919,P20117,2025-11-11,6.0,5,128598.33
O30338,C10455,P20456,2026-01-11,6.0,0,2730.72
O30339,C11952,P20192,2026-06-17,2.0,15,43552.59
O30340,C11668,P20276,2026-02-24,4.0,0,279382.4
O30341,C10276,P20106,2026-01-31,2.0,5,114403.29
O30342,C10498,P20482,2026-06-06,2.0,0,6390.28
O30343,C11653,P20004,2025-07-06,1.0,0,14028.71
O30344,C10676,P20018,2025-02-02,7.0,10,404732.66
O30345,C11824,P20307,2025-03-10,6.0,10,381753.81
O30346,C11052,P20452,2025-07-10,4.0,10,124235.46
O30347,C11357,P20020,2025-04-11,7.0,10,380786.05
O30348,C11025,P20122,2026-04-30,3.0,20,125462.11
O30349,C11212,P20137,2025-10-12,5.0,5,137015.32
O30350,C10056,P20080,2026-01-25,7.0,5,102073.18
O30351,C10547,P20154,2025-06-09,2.0,0,94343.7
O30352,C11136,P20358,2025-02-16,2.0,0,58682.0
O30353,C11822,P20025,2025-06-08,2.0,5,41428.76
O30354,C11334,P20452,2026-03-22,2.0,0,69019.7
O30355,C10036,P20169,2026-06-07,5.0,5,224564.85
O30356,C10439,P20059,2025-06-04,3.0,0,57124.53
O30357,C11753,P20301,2025-12-05,1.0,15,50681.61
O30358,C11616,P20041,2025-12-31,3.0,20,85947.17
O30359,C11850,P20038,2025-05-28,5.0,0,68580.5
O30360,C10595,P20117,2025-05-24,4.0,15,76707.77
O30361,C11601,P20275,2025-04-13,1.0,15,3889.24
O30362,C11349,P20270,2025-04-03,1.0,20,30697.07
O30363,C11664,P20127,2025-10-13,4.0,0,133517.4
O30364,C10307,P20405,2026-02-28,6.0,10,274766.74
O30365,C11558,P20399,2025-04-29,2.0,0,59675.48
O30366,C11752,P20003,2025-01-29,5.0,10,243758.65
O30367,C10619,P20293,2026-05-26,4.0,10,21070.08
O30368,C11133,P20373,2025-01-30,3.0,10,54615.25
O30369,C11396,P20498,2026-01-01,3.0,0,132006.39
O30370,C10357,P20430,2025-05-18,6.0,15,285963.43
O30371,C10181,P20016,2026-04-20,4.0,5,110583.23
O30372,C11380,P20398,2026-01-27,5.0,0,105432.95
O30373,C11700,P20265,2026-03-11,6.0,5,261231.51
O30374,C10068,P20239,2025-08-22,6.0,15,30217.6
O30375,C10292,P20263,2025-02-24,6.0,20,202927.49
O30376,C10692,P20398,2025-10-19,1.0,10,18977.93
O30377,C10181,P20134,2025-11-08,1.0,0,60700.22
O30378,C11490,P20213,2025-03-30,2.0,0,71634.26
O30379,C10434,P20015,2025-07-31,5.0,0,290745.7
O30380,C11488,P20436,2025-11-14,3.0,0,223418.64
O30381,C11705,P20328,2026-04-10,3.0,5,143069.54
O30382,C10914,P20418,2025-03-28,2.0,0,76664.84
O30383,C11558,P20360,2026-02-13,3.0,0,59722.89
O30384,C10066,P20129,2025-08-28,6.0,15,80011.96
O30385,C11045,P20352,2025-02-26,2.0,10,88523.42
O30386,C11636,P20122,2025-04-23,2.0,10,94096.58
O30387,C10384,P20241,2025-03-11,4.0,5,234059.82
O30388,C11836,P20115,2025-07-03,1.0,5,47814.13
O30389,C11639,P20197,2025-10-03,5.0,0,97270.25
O30390,C11583,P20222,2025-08-21,5.0,5,311546.9
O30391,C10039,P20214,2025-02-23,1.0,10,51158.25
O30392,C11309,P20404,2025-09-14,6.0,5,401026.86
O30393,C10822,P20080,2025-03-31,5.0,15,65234.74
O30394,C10602,P20263,2026-03-11,3.0,15,107805.23
O30395,C11621,P20135,2026-02-12,3.0,5,68535.32
O30396,C10785,P20306,2025-09-26,5.0,0,229408.2
O30397,C11360,P20242,2026-01-01,7.0,15,4959.38
O30398,C11212,P20386,2025-12-17,7.0,10,368667.05
O30399,C10671,P20303,2025-10-26,4.0,10,253230.08
O30400,C11267,P20270,2025-06-08,5.0,10,172671.03
O30401,C11097,P20287,2026-05-02,2.0,0,123196.42
O30402,C10479,P20050,2026-06-10,6.0,0,441565.56
O30403,C11998,P20189,2025-12-21,2.0,0,86836.08
O30404,C10561,P20297,2026-02-05,1.0,0,53552.31
O30405,C10101,P20014,2026-02-09,6.0,5,111341.98
O30406,C10514,P20389,2025-04-06,6.0,0,354233.82
O30407,C11780,P20459,2026-01-27,3.0,15,138336.33
O30408,C10176,P20232,2025-12-18,6.0,10,249724.78
O30409,C10238,P20261,2025-10-15,4.0,5,130880.97
O30410,C10910,P20192,2026-06-07,5.0,0,128095.85
O30411,C11083,P20413,2025-06-11,2.0,10,96727.86
O30412,C11889,P20203,2025-07-01,3.0,0,70531.32
O30413,C11123,P20261,2025-03-23,7.0,10,216986.87
O30414,C11978,P20113,2026-06-08,3.0,15,161719.27
O30415,C10871,P20374,2025-01-04,4.0,5,35070.05
O30416,C11978,P20352,2026-05-10,4.0,0,196718.72
O30417,C10495,P20036,2025-02-20,4.0,10,181997.53
O30418,C10947,P20079,2025-09-18,4.0,0,87865.16
O30419,C11538,P20275,2025-05-14,7.0,0,32029.06
O30420,C10755,P20448,2025-12-28,2.0,5,8031.89
O30421,C11321,P20278,2025-08-05,4.0,15,140024.44
O30422,C10211,P20162,2025-03-09,3.0,0,46501.65
O30423,C11147,P20312,2025-05-23,3.0,15,143380.84
O30424,C11253,P20017,2025-12-12,7.0,0,267046.01
O30425,C11618,P20204,2025-07-13,6.0,0,232394.22
O30426,C11680,P20473,2025-09-03,5.0,10,101507.54
O30427,C11412,P20440,2025-11-10,3.0,0,195022.8
O30428,C10140,P20017,2026-01-19,3.0,0,114448.29
O30429,C10541,P20202,2025-10-04,7.0,0,394447.97
O30430,C11415,P20476,2025-03-13,2.0,0,46036.1
O30431,C10270,P20210,2025-05-09,6.0,0,200605.08
O30432,C11783,P20499,2025-12-24,3.0,10,99344.12
O30433,C11036,P20402,2026-06-09,1.0,10,28331.24
O30434,C11891,P20429,2025-08-08,3.0,20,17121.89
O30435,C11413,P20480,2025-01-06,5.0,10,212589.0
O30436,C11361,P20078,2025-08-16,5.0,10,231671.43
O30437,C10506,P20056,2025-01-17,6.0,10,291680.73
O30438,C11130,P20080,2025-01-12,6.0,15,78281.68
O30439,C10032,P20306,2026-05-14,4.0,0,183526.56
O30440,C11098,P20058,2026-05-17,2.0,0,141600.44
O30441,C11195,P20018,2025-03-11,5.0,10,289094.76
O30442,C11873,P20208,2025-04-18,1.0,0,40350.81
O30443,C11093,P20465,2025-07-20,1.0,15,28781.28
O30444,C10813,P20135,2025-02-21,4.0,5,91380.42
O30445,C10362,P20332,2025-09-16,2.0,0,2641.06
O30446,C11673,P20482,2026-04-27,2.0,10,5751.25
O30447,C11457,P20010,2025-09-21,6.0,0,127132.98
O30448,C10929,P20069,2025-10-30,3.0,20,42197.81
O30449,C10100,P20341,2025-05-05,1.0,20,42400.08
O30450,C11682,P20387,2025-09-27,1.0,10,35397.46
O30451,C10009,P20083,2026-04-25,7.0,0,52110.52
O30452,C11598,P20109,2025-05-12,1.0,0,14639.07
O30453,C10697,P20044,2025-01-02,1.0,5,32703.08
O30454,C11053,P20483,2025-04-25,7.0,15,223816.75
O30455,C11917,P20454,2026-04-26,5.0,0,162557.1
O30456,C11138,P20398,2025-01-01,2.0,0,42173.18
O30457,C10462,P20132,2025-11-27,3.0,0,221818.59
O30458,C10921,P20493,2026-01-26,5.0,5,95493.81
O30459,C11167,P20499,2025-05-23,2.0,15,62550.0
O30460,C10390,P20018,2025-11-24,4.0,0,256973.12
O30461,C10632,P20093,2026-01-12,1.0,0,7946.82
O30462,C10682,P20483,2025-03-31,3.0,10,101563.9
O30463,C10157,P20436,2025-02-11,2.0,15,126603.9
O30464,C10335,P20294,2025-02-04,4.0,15,30319.84
