CustomerID,CustomerName,City,Segment,JoinDate
C10155,Customer_155,Chennai,Corporate,2023-09-10
C10156,Customer_156,Mumbai,Corporate,2024-07-16
C10157,Customer_157,Kolkata,Consumer,2022-09-19
C10158,Customer_158,Mumbai,Small Business,2022-06-25
C10159,Customer_159,Bengaluru,Small Business,2025-04-04
C10160,Customer_160,Hyderabad,Consumer,2023-10-19
C10161,Customer_161,Kolkata,Small Business,2024-04-21
C10162,Customer_162,Bengaluru,Consumer,2023-01-05
C10163,Customer_163,Ahmedabad,Consumer,2022-02-23
C10164,Customer_164,Hyderabad,Corporate,2023-11-21
C10165,Customer_165,Mumbai,Consumer,2025-12-13
C10166,Customer_166,Bengaluru,Small Business,2026-03-11
C10167,Customer_167,Ahmedabad,Small Business,2025-09-26
C10168,Customer_168,Kolkata,Consumer,2025-02-24
C10169,Customer_169,Kolkata,Consumer,2025-12-03
C10170,Customer_170,Delhi,Consumer,2023-01-02
C10171,Customer_171,Ahmedabad,Corporate,2025-07-18
C10172,Customer_172,Chennai,Small Business,2023-10-06
C10173,Customer_173,Pune,Corporate,2026-06-17
C10174,Customer_174,Hyderabad,Consumer,2023-01-14
C10175,Customer_175,Ahmedabad,Corporate,2022-03-14
C10176,Customer_176,Delhi,Consumer,2024-07-03
C10177,Customer_177,Pune,Corporate,2025-06-25
C10178,Customer_178,Pune,Consumer,2024-05-09
C10179,Customer_179,Bengaluru,Corporate,2022-02-12
C10180,Customer_180,Pune,Consumer,2023-01-12
C10181,Customer_181,Chennai,Small Business,2024-11-30
C10182,Customer_182,Kolkata,Consumer,2022-06-19
C10183,Customer_183,Delhi,Corporate,2022-07-31
C10184,Customer_184,Pune,Small Business,2026-02-25
C10185,Customer_185,Bengaluru,Consumer,2022-02-08
C10186,Customer_186,Chennai,Small Business,2023-01-04
C10187,Customer_187,Mumbai,Corporate,2024-01-27
C10188,Customer_188,Kolkata,Consumer,2022-05-31
C10189,Customer_189,Kolkata,Consumer,2025-02-08
C10190,Customer_190,Delhi,Corporate,2026-02-12
C10191,Customer_191,Kolkata,Consumer,2025-12-30
C10192,Customer_192,Pune,Corporate,2024-12-06
C10193,Customer_193,Bengaluru,Consumer,2024-10-20
C10194,Customer_194,Kolkata,Corporate,2026-05-18
C10195,Customer_195,Kolkata,Consumer,2024-01-07
C10196,Customer_196,Mumbai,Small Business,2025-10-21
C10197,Customer_197,Mumbai,Small Business,2022-03-10
C10198,Customer_198,Hyderabad,Small Business,2022-10-26
C10199,Customer_199,Chennai,Corporate,2024-08-01
C10200,Customer_200,Pune,Consumer,2024-03-12
C10201,Customer_201,Kolkata,Corporate,2022-10-23
C10202,Customer_202,Ahmedabad,Consumer,2022-07-22
C10203,Customer_203,Kolkata,Consumer,2022-03-02
C10204,Customer_204,Bengaluru,Consumer,2024-08-03
C10205,Customer_205,Hyderabad,Consumer,2024-08-20
C10206,Customer_206,Chennai,Corporate,2025-08-30
C10207,Customer_207,Ahmedabad,Corporate,2025-03-30
C10208,Customer_208,Hyderabad,Consumer,2022-11-27
C10209,Customer_209,Delhi,Consumer,2026-04-01
C10210,Customer_210,Chennai,Small Business,2022-12-04
C10211,Customer_211,Kolkata,Consumer,2026-06-18
C10212,Customer_212,Kolkata,Consumer,2025-08-20
C10213,Customer_213,Chennai,Consumer,2026-03-07
C10214,Customer_214,Kolkata,Corporate,2025-09-23
C10215,Customer_215,Pune,Corporate,2026-04-23
C10216,Customer_216,Chennai,Consumer,2023-10-01
C10217,Customer_217,Hyderabad,Consumer,2022-10-02
C10218,Customer_218,Chennai,Corporate,2025-04-02
C10219,Customer_219,Ahmedabad,Corporate,2026-01-06
C10220,Customer_220,Kolkata,Consumer,2022-11-15
C10221,Customer_221,Pune,Small Business,2023-08-12
C10222,Customer_222,Pune,Consumer,2023-05-19
C10223,Customer_223,Delhi,Consumer,2023-01-22
C10224,Customer_224,Hyderabad,Small Business,2024-05-19
C10225,Customer_225,Mumbai,Consumer,2024-04-12
C10226,Customer_226,Mumbai,Corporate,2024-10-11
C10227,Customer_227,Chennai,Consumer,2023-08-26
C10228,Customer_228,Delhi,Consumer,2023-11-22
C10229,Customer_229,Bengaluru,Small Business,2023-05-09
C10230,Customer_230,Chennai,Consumer,2023-05-05
C10231,Customer_231,Delhi,Small Business,2023-12-22
C10232,Customer_232,Hyderabad,Consumer,2025-01-01
C10233,Customer_233,Hyderabad,Consumer,2023-05-24
C10234,Customer_234,Hyderabad,Consumer,2023-01-25
C10235,Customer_235,Hyderabad,Corporate,2022-10-22
C10236,Customer_236,Hyderabad,Consumer,2025-10-24
C10237,Customer_237,Delhi,Small Business,2024-03-06
C10238,Customer_238,Delhi,Consumer,2024-05-14
C10239,Customer_239,Pune,Small Business,2023-07-03
C10240,Customer_240,Ahmedabad,Consumer,2023-10-11
C10241,Customer_241,Mumbai,Small Business,2023-07-22
C10242,Customer_242,Kolkata,Corporate,2025-04-25
C10243,Customer_243,Hyderabad,Corporate,2024-05-02
C10244,Customer_244,Bengaluru,Small Business,2024-02-09
C10245,Customer_245,Kolkata,Corporate,2023-03-21
C10246,Customer_246,Delhi,Corporate,2026-05-13
C10247,Customer_247,Bengaluru,Consumer,2022-12-29
C10248,Customer_248,Bengaluru,Consumer,2022-05-03
C10249,Customer_249,Bengaluru,Small Business,2025-04-26
C10250,Customer_250,Pune,Corporate,2024-01-12
C10251,Customer_251,Delhi,Corporate,2023-11-11
C10252,Customer_252,Bengaluru,Consumer,2023-02-24
C10253,Customer_253,Hyderabad,Consumer,2025-06-29
C10254,Customer_254,Chennai,Consumer,2026-04-22
C10255,Customer_255,Bengaluru,Corporate,2025-09-20
C10256,Customer_256,Pune,Consumer,2022-04-02
C10257,Customer_257,Kolkata,Consumer,2026-04-03
C10258,Customer_258,Delhi,Consumer,2022-03-04
C10259,Customer_259,Ahmedabad,Consumer,2023-05-27
C10260,Customer_260,Pune,Corporate,2025-03-08
C10261,Customer_261,Bengaluru,Consumer,2025-04-23
C10262,Customer_262,Delhi,Corporate,2025-05-13
C10263,Customer_263,Chennai,Consumer,2024-02-11
C10264,Customer_264,Bengaluru,Consumer,2025-05-22
C10265,Customer_265,Pune,Consumer,2022-09-13
C10266,Customer_266,Mumbai,Consumer,2022-05-15
C10267,Customer_267,Hyderabad,Consumer,2026-05-16
C10268,Customer_268,Ahmedabad,Consumer,2024-05-24
C10269,Customer_269,Kolkata,Corporate,2024-04-01
C10270,Customer_270,Pune,Consumer,2022-03-29
C10271,Customer_271,Delhi,Corporate,2024-09-14
C10272,Customer_272,Ahmedabad,Small Business,2025-05-15
C10273,Customer_273,Ahmedabad,Corporate,2025-02-26
C10274,Customer_274,Ahmedabad,Consumer,2024-04-02
C10275,Customer_275,Bengaluru,Consumer,2024-10-23
C10276,Customer_276,Hyderabad,Consumer,2024-08-31
C10277,Customer_277,Bengaluru,Consumer,2024-07-22
C10278,Customer_278,Delhi,Small Business,2022-05-01
C10279,Customer_279,Bengaluru,Consumer,2025-11-09
C10280,Customer_280,Mumbai,Consumer,2026-06-26
C10281,Customer_281,Hyderabad,Corporate,2024-11-27
C10282,Customer_282,Hyderabad,Corporate,2025-09-26
C10283,Customer_283,Delhi,Corporate,2024-10-04
C10284,Customer_284,Kolkata,Consumer,2024-07-13
C10285,Customer_285,Mumbai,Consumer,2023-10-07
C10286,Customer_286,Pune,Consumer,2023-12-15
C10287,Customer_287,Bengaluru,Consumer,2024-05-09
C10288,Customer_288,Chennai,Consumer,2022-01-21
C10289,Customer_289,Bengaluru,Consumer,2022-08-30
C10290,Customer_290,Ahmedabad,Consumer,2023-03-31
C10291,Customer_291,Bengaluru,Consumer,2024-08-20
C10292,Customer_292,Pune,Consumer,2023-09-13
C10293,Customer_293,Bengaluru,Corporate,2022-10-30
C10294,Customer_294,Mumbai,Corporate,2026-06-08
C10295,Customer_295,Mumbai,Small Business,2026-06-07
C10296,Customer_296,Hyderabad,Consumer,2024-03-13
C10297,Customer_297,Delhi,Consumer,2024-08-21
C10298,Customer_298,Kolkata,Consumer,2022-03-10
C10299,Customer_299,Chennai,Corporate,2025-02-26
C10300,Customer_300,Ahmedabad,Corporate,2022-07-15
C10301,Customer_301,Bengaluru,Consumer,2022-05-20
C10302,Customer_302,Bengaluru,Small Business,2026-01-07
C10303,Customer_303,Pune,Consumer,2022-10-10
C10304,Customer_304,Delhi,Consumer,2022-11-08
C10305,Customer_305,Mumbai,Corporate,2024-01-16
C10306,Customer_306,Chennai,Small Business,2026-04-08
C10307,Customer_307,Hyderabad,Corporate,2022-10-04
C10308,Customer_308,Mumbai,Small Business,2022-03-02
C10309,Customer_309,Ahmedabad,Consumer,2025-09-04
C10310,Customer_310,Delhi,Small Business,2022-02-21
C10311,Customer_311,Ahmedabad,Consumer,2022-06-02
C10312,Customer_312,Kolkata,Small Business,2025-08-27
C10313,Customer_313,Hyderabad,Consumer,2023-06-28
C10314,Customer_314,Kolkata,Small Business,2023-07-21
C10315,Customer_315,Pune,Consumer,2025-11-13
C10316,Customer_316,Ahmedabad,Corporate,2026-04-21
C10317,Customer_317,Pune,Consumer,2023-09-14
C10318,Customer_318,Bengaluru,Corporate,2025-04-15
C10319,Customer_319,Kolkata,Consumer,2025-10-17
C10320,Customer_320,Delhi,Consumer,2022-11-10
C10321,Customer_321,Ahmedabad,Consumer,2024-03-17
C10322,Customer_322,Chennai,Consumer,2024-04-27
C10323,Customer_323,Hyderabad,Small Business,2022-04-07
C10324,Customer_324,Mumbai,Consumer,2024-05-30
C10325,Customer_325,Delhi,Small Business,2025-05-21
C10326,Customer_326,Delhi,Consumer,2024-04-08
C10327,Customer_327,Pune,Consumer,2022-05-17
C10328,Customer_328,Kolkata,Corporate,2024-10-26
C10329,Customer_329,Ahmedabad,Corporate,2024-10-07
C10330,Customer_330,Ahmedabad,Consumer,2022-04-19
C10331,Customer_331,Bengaluru,Corporate,2023-07-01
C10332,Customer_332,Bengaluru,Corporate,2024-11-28
C10333,Customer_333,Hyderabad,Consumer,2023-10-24
C10334,Customer_334,Pune,Small Business,2023-03-01
C10335,Customer_335,Delhi,Small Business,2023-09-22
C10336,Customer_336,Ahmedabad,Corporate,2022-09-18
C10337,Customer_337,Chennai,Consumer,2025-12-20
C10338,Customer_338,Pune,Corporate,2022-03-28
C10339,Customer_339,Hyderabad,Consumer,2023-04-10
C10340,Customer_340,Hyderabad,Consumer,2022-03-17
C10341,Customer_341,Pune,Consumer,2023-04-16
C10342,Customer_342,Hyderabad,Consumer,2023-02-18
C10343,Customer_343,Pune,Small Business,2024-04-04
C10344,Customer_344,Mumbai,Corporate,2024-06-13
C10345,Customer_345,Pune,Corporate,2023-12-27
C10346,Customer_346,Kolkata,Consumer,2023-04-02
C10347,Customer_347,Pune,Consumer,2025-08-01
C10348,Customer_348,Hyderabad,Consumer,2025-06-16
C10349,Customer_349,Ahmedabad,Small Business,2026-06-11
C10350,Customer_350,Kolkata,Consumer,2023-10-15
C10351,Customer_351,Hyderabad,Small Business,2023-11-03
C10352,Customer_352,Bengaluru,Corporate,2026-05-01
C10353,Customer_353,Bengaluru,Consumer,2025-10-27
C10354,Customer_354,Ahmedabad,Corporate,2023-05-10
C10355,Customer_355,Ahmedabad,Consumer,2024-12-04
C10356,Customer_356,Kolkata,Small Business,2025-11-25
C10357,Customer_357,Mumbai,Small Business,2025-06-24
C10358,Customer_358,Ahmedabad,Consumer,2026-06-28
C10359,Customer_359,Bengaluru,Consumer,2023-08-20
C10360,Customer_360,Pune,Corporate,2023-03-26
C10361,Customer_361,Hyderabad,Small Business,2023-04-30
C10362,Customer_362,Bengaluru,Consumer,2023-10-08
C10363,Customer_363,Bengaluru,Corporate,2023-09-12
C10364,Customer_364,Mumbai,Corporate,2024-11-07
C10365,Customer_365,Kolkata,Corporate,2026-06-18
C10366,Customer_366,Kolkata,Consumer,2023-10-24
C10367,Customer_367,Delhi,Corporate,2024-01-28
C10368,Customer_368,Mumbai,Small Business,2022-10-16
C10369,Customer_369,Pune,Consumer,2025-12-08
C10370,Customer_370,Kolkata,Consumer,2023-12-22
C10371,Customer_371,Hyderabad,Small Business,2023-09-30
C10372,Customer_372,Ahmedabad,Consumer,2022-08-23
C10373,Customer_373,Mumbai,Small Business,2023-02-20
C10374,Customer_374,Ahmedabad,Consumer,2024-07-26
C10375,Customer_375,Bengaluru,Consumer,2023-05-14
C10376,Customer_376,Hyderabad,Small Business,2024-08-31
C10377,Customer_377,Hyderabad,Consumer,2023-09-26
C10378,Customer_378,Bengaluru,Consumer,2024-10-16
C10379,Customer_379,Mumbai,Consumer,2022-04-25
C10380,Customer_380,Bengaluru,Corporate,2024-07-20
C10381,Customer_381,Ahmedabad,Consumer,2023-11-05
C10382,Customer_382,Delhi,Consumer,2025-06-11
C10383,Customer_383,Hyderabad,Small Business,2026-04-13
C10384,Customer_384,Chennai,Consumer,2024-10-31
C10385,Customer_385,Chennai,Corporate,2022-07-25
C10386,Customer_386,Ahmedabad,Consumer,2022-09-04
C10387,Customer_387,Pune,Corporate,2026-05-02
C10388,Customer_388,Kolkata,Consumer,2024-01-28
C10389,Customer_389,Bengaluru,Small Business,2025-02-24
C10390,Customer_390,Bengaluru,Consumer,2022-05-27
C10391,Customer_391,Pune,Consumer,2022-04-28
C10392,Customer_392,Pune,Consumer,2025-11-06
C10393,Customer_393,Ahmedabad,Consumer,2023-02-16
C10394,Customer_394,Ahmedabad,Consumer,2026-05-27
C10395,Customer_395,Pune,Consumer,2022-12-29
C10396,Customer_396,Hyderabad,Small Business,2026-03-13
C10397,Customer_397,Ahmedabad,Consumer,2022-05-17
C10398,Customer_398,Delhi,Consumer,2025-04-13
C10399,Customer_399,Ahmedabad,Corporate,2025-08-05
C10400,Customer_400,Bengaluru,Corporate,2024-08-15
C10401,Customer_401,Ahmedabad,Consumer,2026-02-13
C10402,Customer_402,Hyderabad,Consumer,2022-01-19
C10403,Customer_403,Pune,Consumer,2022-07-14
C10404,Customer_404,Bengaluru,Corporate,2022-11-26
C10405,Customer_405,Ahmedabad,Corporate,2022-06-24
C10406,Customer_406,Hyderabad,Consumer,2024-09-28
C10407,Customer_407,Delhi,Small Business,2023-03-25
C10408,Customer_408,Ahmedabad,Small Business,2024-08-03
C10409,Customer_409,Hyderabad,Corporate,2025-10-09
C10410,Customer_410,Delhi,Small Business,2026-03-03
C10411,Customer_411,Pune,Consumer,2022-05-21
C10412,Customer_412,Ahmedabad,Consumer,2024-01-28
C10413,Customer_413,Delhi,Consumer,2024-07-18
C10414,Customer_414,Bengaluru,Consumer,2022-04-03
C10415,Customer_415,Pune,Consumer,2022-08-27
C10416,Customer_416,Bengaluru,Small Business,2022-07-24
C10417,Customer_417,Chennai,Consumer,2023-07-14
C10418,Customer_418,Mumbai,Consumer,2025-12-27
C10419,Customer_419,Ahmedabad,Consumer,2022-09-02
C10420,Customer_420,Delhi,Small Business,2024-04-11
C10421,Customer_421,Mumbai,Consumer,2025-09-02
C10422,Customer_422,Mumbai,Consumer,2024-07-13
C10423,Customer_423,Delhi,Consumer,2022-10-22
C10424,Customer_424,Pune,Consumer,2023-10-02
C10425,Customer_425,Ahmedabad,Small Business,2024-05-05
C10426,Customer_426,Chennai,Small Business,2025-07-29
C10427,Customer_427,Bengaluru,Consumer,2022-01-17
C10428,Customer_428,Hyderabad,Small Business,2022-03-12
C10429,Customer_429,Bengaluru,Corporate,2025-07-16
C10430,Customer_430,Hyderabad,Small Business,2025-09-10
C10431,Customer_431,Bengaluru,Consumer,2022-11-01
C10432,Customer_432,Delhi,Consumer,2026-01-14
C10433,Customer_433,Chennai,Consumer,2024-10-27
C10434,Customer_434,Ahmedabad,Corporate,2025-08-30
C10435,Customer_435,Hyderabad,Consumer,2024-03-27
C10436,Customer_436,Ahmedabad,Consumer,2025-01-31
C10437,Customer_437,Ahmedabad,Consumer,2024-03-31
C10438,Customer_438,Ahmedabad,Corporate,2022-07-12
C10439,Customer_439,Kolkata,Consumer,2026-05-17
C10440,Customer_440,Pune,Corporate,2023-06-13
C10441,Customer_441,Bengaluru,Small Business,2022-06-20
C10442,Customer_442,Ahmedabad,Consumer,2026-04-10
C10443,Customer_443,Bengaluru,Corporate,2022-09-08
C10444,Customer_444,Ahmedabad,Consumer,2025-11-11
C10445,Customer_445,Hyderabad,Small Business,2025-05-15
C10446,Customer_446,Pune,Consumer,2023-06-25
C10447,Customer_447,Pune,Corporate,2023-02-20
C10448,Customer_448,Delhi,Small Business,2024-03-04
C10449,Customer_449,Kolkata,Small Business,2025-11-04
C10450,Customer_450,Delhi,Corporate,2025-03-13
C10451,Customer_451,Delhi,Consumer,2022-01-25
C10452,Customer_452,Delhi,Corporate,2023-10-30
C10453,Customer_453,Delhi,Small Business,2025-01-01
C10454,Customer_454,Delhi,Corporate,2023-09-24
C10455,Customer_455,Chennai,Consumer,2025-01-21
C10456,Customer_456,Pune,Small Business,2023-05-20
C10457,Customer_457,Delhi,Corporate,2026-06-10
C10458,Customer_458,Ahmedabad,Corporate,2022-12-02
C10459,Customer_459,Pune,Consumer,2023-03-01
C10460,Customer_460,Pune,Corporate,2023-05-14
C10461,Customer_461,Mumbai,Consumer,2025-10-19
C10462,Customer_462,Chennai,Corporate,2024-08-04
C10463,Customer_463,Delhi,Consumer,2023-09-22
C10464,Customer_464,Bengaluru,Corporate,2025-05-07
C10465,Customer_465,Hyderabad,Small Business,2023-12-19
C10466,Customer_466,Kolkata,Consumer,2025-12-07
C10467,Customer_467,Ahmedabad,Small Business,2022-12-05
C10468,Customer_468,Bengaluru,Consumer,2023-10-21
C10469,Customer_469,Chennai,Small Business,2024-08-19
C10470,Customer_470,Hyderabad,Corporate,2023-03-05
C10471,Customer_471,Chennai,Corporate,2024-06-17
C10472,Customer_472,Ahmedabad,Corporate,2022-05-19
C10473,Customer_473,Pune,Small Business,2024-07-30
C10474,Customer_474,Hyderabad,Consumer,2023-06-26
C10475,Customer_475,Pune,Consumer,2022-02-26
C10476,Customer_476,Ahmedabad,Corporate,2025-06-09
C10477,Customer_477,Bengaluru,Small Business,2023-10-20
C10478,Customer_478,Ahmedabad,Corporate,2023-03-11
C10479,Customer_479,Bengaluru,Corporate,2023-01-19
C10480,Customer_480,Hyderabad,Consumer,2023-07-14
C10481,Customer_481,Hyderabad,Small Business,2022-07-13
C10482,Customer_482,Delhi,Consumer,2023-06-18
C10483,Customer_483,Chennai,Consumer,2023-06-02
C10484,Customer_484,Delhi,Consumer,2023-12-17
C10485,Customer_485,Chennai,Consumer,2024-01-21
C10486,Customer_486,Delhi,Consumer,2022-07-04
C10487,Customer_487,Pune,Consumer,2022-10-19
C10488,Customer_488,Hyderabad,Corporate,2025-09-20
C10489,Customer_489,Bengaluru,Consumer,2024-01-02
C10490,Customer_490,Chennai,Consumer,2022-04-26
C10491,Customer_491,Ahmedabad,Consumer,2024-04-04
C10492,Customer_492,Chennai,Consumer,2024-12-08
C10493,Customer_493,Bengaluru,Consumer,2023-11-16
C10494,Customer_494,Delhi,Consumer,2022-03-23
C10495,Customer_495,Chennai,Corporate,2024-04-13
C10496,Customer_496,Kolkata,Corporate,2022-11-29
